,Unnamed: 0,question,ahc_label,rule_based,ahc_manual_clutser_label,cluster
340,341,Can my cat get the virus,27.0,unclassified,,
341,464,If I catch the virus will I be immune from getting it again,27.0,unclassified,,
342,72,Can I get the virus from a stray cat,27.0,unclassified,,
343,400,What do I do if someone with COVID 19 spotted,28.0,unclassified,,
344,604,COVID 19 stands for what,28.0,unclassified,,
345,583,Why is called COVID 19,28.0,unclassified,,
346,293,Where did COVID 19 come from,28.0,unclassified,,
347,676,should I worry about covid 19,28.0,unclassified,,
348,268,Can you catch covid 19 after having had it before,28.0,unclassified,,
349,610,How to know if I get COVID 19 or not,28.0,unclassified,,
350,235,How Covid 19 started,28.0,unclassified,,
351,613,Once you are cured from Covid 19 can you catch it again,28.0,unclassified,,
352,668,How does covid 19 feel,28.0,unclassified,,
353,485,What colour is covid 19,28.0,unclassified,,
354,139,I cough is it Covid 19,28.0,unclassified,nextsteps,nextsteps
355,419,How can i cure covid 19,28.0,unclassified,,
356,684,How COVID 19 is infecting,28.0,unclassified,,
357,365,My brother has COVID 19 What to do,28.0,unclassified,,
358,157,what do you know about COVID 19,28.0,unclassified,,
359,421,What COVID 19 stands for,28.0,unclassified,,
360,0,When should I go to the hospital,,hospital,,hospital
361,1,I think I have a fever What do I do,,nextsteps,,nextsteps
362,2,What s covid19,,about,,about
363,4,What are the synthoms,,symptom,,symptom
364,5,what is covid 19,,about,,about
365,9,How do I know if I haver coronavirus,,nextsteps,,nextsteps
366,10,covid19 symptons,,symptom,,symptom
367,11,Is the Asymptomatic Carrier a temporary status,,symptom,,symptom
368,14,What is Covid 19,,about,,about
369,15,What is the covid,,about,,about
370,16,What is the impact that covid 19 has in the economy,,about,,about
371,17,Which country infected,,infection,,infection
372,18,What is covid,,about,,about
373,19,What is the COVID 19,,about,,about
374,22,What is coronavirus,,about,,about
375,28,what are the symptoms,,symptom,,symptom
376,29,what are the syptoms,,symptom,,symptom
377,30,How many infected person in south korea,,infection,,infection
378,31,What is the incubation time of the virus,,incubation,,incubation
379,32,Why Germany has a low death rate,,why,,why
380,33,I have cough Does that mean I might be infected,,nextsteps,,nextsteps
381,36,Does covid 19 test anonymous,,test,,test
382,37,What kind of medication can I take if I have the virus,,nextsteps,,nextsteps
383,41,I have fever what I should do,,nextsteps,,nextsteps
384,42,Does a throat feel itchy or really sore and a symptom,,symptom,,symptom
385,44,How many confirmed cases in Ontario now,,cases,,cases
386,45,If I m sneezing should I get tested for corona virus,,test,,test
387,47,What is Covid19,,about,,about
388,48,Is headache a symptom of this pandemic,,symptom,,symptom
389,49,How much longer will society need to socially isolate,,isolation,,isolation
390,51,Where are the testing centers located in Mtl,,test,,test
391,54,which hospital takes the test for covid 19,,test,,test
392,55,What is the current situation of COVID 19 infections,,infection,,infection
393,57,How many cases in Quebec,,cases,,cases
394,58,What are the symptoms of vivid 19,,symptom,,symptom
395,62,if my tempreture is over 39 can i assume that i have covid 19,,nextsteps,,nextsteps
396,63,Is the virus infectious during incubation period,,incubation,,incubation
397,66,what is the death rate of the new corona virus,,cases,,cases
398,69,may I know what is corona,,about,,about
399,70,What is a vaccin becoming available,,about,,about
400,75,what are the symptoms of COVID 19,,symptom,,symptom
401,80,How many cases in Montreal,,cases,,cases
402,81,What are the symptoms of the covid19,,symptom,,symptom
403,83,How do people get infected with Coronavirus,,infection,,infection
404,84,In the U S why has the Defense Production Act not been invoked to allow weekly testing of every single person present in The United States Yes this is on the scale of industrialization of the WW2 era and yes that is exactly what the Defense Production Act is for,,test,,test
405,86,Is the test covered in in CIHIP,,test,,test
406,87,Will social distancing slow the spread of covid 19,,isolation,,isolation
407,91,Why are death rates so different across countries,,cases,,cases
408,93,I am 43 What s the chance of my survival if I get covid,,about,,about
409,95,What s covid19,,about,,about
410,97,What are the most common symptoms of COVID 19,,symptom,,symptom
411,98,Symptoms of corona,,symptom,,symptom
412,99,I have cold for couple of weeks Have cough over night and regular mucous during day and night Feel a bit hot but not fever that can be feel Sometimes ear pain for infection Some times get stressed on having corona Does any of these symptoms suggest that I have quarantined myself for over 10 days,,nextsteps,,nextsteps
413,103,how many cases are there in Washington state,,cases,,cases
414,105,Will NHS workers be even more isolated because they are exposed to the virus on a daily basis,,isolation,,isolation
415,110,is coughing phlem a symptom,,symptom,,symptom
416,111,what s is COVID 19,,about,,about
417,112,How many people are infected in Lithuania,,infection,,infection
418,117,I would like clarifications about the fact that test results don t work if you don t have symptoms That does not seem like a commonality we usually see with tests like this,,test,,test
419,118,What are the symptoms,,symptom,,symptom
420,120,what are the symptoms,,symptom,,symptom
421,121,I think I have coronavirus should I go to the emergency,,nextsteps,,nextsteps
422,122,Is fever the main symptom for vivid 19,,symptom,,symptom
423,123,What are the symptoms,,symptom,,symptom
424,124,Where should I be tested,,test,,test
425,125,What are the main synptoms,,symptom,,symptom
426,129,Am I infected,,infection,,infection
427,130,What are the symptoms,,symptom,,symptom
428,132,Would it help eradicate viruses immediately if we put in place proper healthcare systems throughout every country rich or poor and to also have enough health professionals worldwide in place who will immediately recognize if there is a contagious virus in their city to eradicate it before it spreads,,symptom,,symptom
429,134,Is it safe for seniors to go out for a walk or inside shopping malls which are quite isolated these days,,isolation,,isolation
430,137,I have throat,,nextsteps,,nextsteps
431,140,Symptoms of Covid,,symptom,,symptom
432,142,What do I do if I suspect I m infected,,infection,,infection
433,146,What if I have cough,,nextsteps,,nextsteps
434,151,Does Quebec Health Public System have the capacity to fight this COVID 19 outbreak,,symptom,,symptom
435,152,how many people died,,cases,,cases
436,154,how can I prevent to get infected,,infection,,infection
437,158,What is the incubation time of covid 19 by age,,incubation,,incubation
438,159,what are the main symptoms,,symptom,,symptom
439,163,What is covid,,about,,about
440,165,Can I go outside,,can,,can
441,168,should I go to the hospital,,hospital,,hospital
442,170,What is covid 19,,about,,about
443,172,What is covid,,about,,about
444,175,Must the fever symptom related to COVID 19 be a continuous fever or is it possible that the fever is short lived,,symptom,,symptom
445,177,Does taking high doses of vitamin C and D help fighting the disease As an immune system booster Is there any study on that,,symptom,,symptom
446,182,What are the symptoms of SARS COV 2,,symptom,,symptom
447,183,Do I have to ask a sclerotic question about traveling or something to get an answer,,nextsteps,,nextsteps
448,185,what are cov19 symptoms,,symptom,,symptom
449,189,My sister in law is pregnant and lives in a house with extended family where one member is isolated due to possible contact with someone with COVID 19 Are the risks for pregnant woman Higher How can she protect,,isolation,,isolation
450,193,Should I go to the ER or my physician directly if I m infected,,infection,,infection
451,194,Which country infected,,infection,,infection
452,195,what are the main symptoms of coronavirus,,symptom,,symptom
453,198,How do I know if I have the corona virus,,nextsteps,,nextsteps
454,199,What is COVID 19,,about,,about
455,200,How long before symptoms start to show,,symptom,,symptom
456,202,What is covid,,about,,about
457,204,what is social distancing,,isolation,,isolation
458,205,How many cases in Montreal,,cases,,cases
459,206,What is the incubation period for COVID 19,,incubation,,incubation
460,207,If I m below the age of 30 will I notice symptoms if I m sick,,symptom,,symptom
461,210,How long do we need social distanciation for the virus to be less of a threat,,isolation,,isolation
462,211,how many deaths are in Italy as of March 21,,cases,,cases
463,212,I am having sore throat cold cough temperature is not stable continuously increases and decreases So Do I need to go for a test,,test,,test
464,213,Whatbare the symptoms,,symptom,,symptom
465,218,How do I know if I have the flu or coronavirus,,nextsteps,,nextsteps
466,220,How many days can you be contagious without showing symptoms,,symptom,,symptom
467,222,Where is the closest testing facility to me,,test,,test
468,223,Can I go for a run Does running exercise compromise my immune system,,can,,can
469,226,What s the incubation period,,incubation,,incubation
470,230,Can you explain to me what is the covid19,,about,,about
471,232,How long does it last once infected,,infection,,infection
472,233,Whats corona,,about,,about
473,234,What is the number of Covid19 cases in the wold,,cases,,cases
474,236,I need to take a blood test Is there a large risk for infection,,infection,,infection
475,241,Does COVID 19 cause stomach issues,,symptom,,symptom
476,243,What should I do if i think that i m infected,,infection,,infection
477,244,What are the early symptoms of COVID 19,,symptom,,symptom
478,245,When should I consult after the vomitting symptoms for a 4 y o child,,symptom,,symptom
479,246,How does it die in asymptomatic people,,symptom,,symptom
480,247,What is the period of incubation,,incubation,,incubation
481,248,How do I know if I have the covid 19,,nextsteps,,nextsteps
482,249,What is the incubation period,,incubation,,incubation
483,253,if i have symptoms should i go to the ER or should I call a doctor,,nextsteps,,nextsteps
484,256,Is a cough but no fever a symptom,,symptom,,symptom
485,258,What are the symptoms of Covid 19,,symptom,,symptom
486,259,What are the real symptoms of covid 19,,symptom,,symptom
487,264,is fever a symptom of coronavirus,,symptom,,symptom
488,265,Symptoms,,symptom,,symptom
489,266,How long until an infected person shows symptoms,,infection,,infection
490,267,I am coughing but I don t have fever Could I have covid 19,,nextsteps,,nextsteps
491,269,What are the symptoms of Corona,,symptom,,symptom
492,271,What are the symptoms of covid19,,symptom,,symptom
493,273,What are the symptoms of covid19,,symptom,,symptom
494,274,Can I be contagious even if I don t have symptoms,,symptom,,symptom
495,276,Does my neighbour have covid 19 symptoms,,symptom,,symptom
496,279,what is covid 19,,about,,about
497,282,Where can I get tested,,test,,test
498,284,How am I supposed to work while I have two young children at home,,nextsteps,,nextsteps
499,285,Where do I go if I have mild symptoms,,nextsteps,,nextsteps
500,288,What shall I do if I have to go out to buy things to protect myself from corona virus,,nextsteps,,nextsteps
501,295,how many people have died in the US,,cases,,cases
502,296,Symptom,,symptom,,symptom
503,298,What is COVID 19,,about,,about
504,299,What is the covid 19 symptoms,,symptom,,symptom
505,300,What s covid19,,about,,about
506,302,What is the origin of COVID 19,,about,,about
507,306,who needs to be isolated,,isolation,,isolation
508,312,what is covid 2019,,about,,about
509,314,If there are kids around me do I have to worry if they are infected and I do not know,,nextsteps,,nextsteps
510,316,What is the estimated population that will be infected by the covid 19 virus,,infection,,infection
511,318,Do I need to stay away from my family members if we re all social distancing together in the house,,isolation,,isolation
512,319,Hello I am social distancing and taking precautions however I have to share a communal sink I try to stay as safe as possible by cleaning it but I have touched the knobs with my bare hands without thinking can germs spread this way Should I avoid the sink in general Thank you,,nextsteps,,nextsteps
513,320,I have Hashimoto s hypothyroiditis Am I more at risk I also had a PE due to Fv leiden and oral contraceptives in 2001 what do you recommend I do,,nextsteps,,nextsteps
514,322,What was the total number of deaths before and after the virus,,cases,,cases
515,323,What is the current COVID 19 confirmed cases trend for Canada,,cases,,cases
516,325,What is the nearest hospital to go to if I have a COVID 19,,nextsteps,,nextsteps
517,326,Were there documented cases before January 2020,,cases,,cases
518,330,How many COVID 19 related deaths have there been in Montreal,,cases,,cases
519,331,Can you get be infected more than once,,infection,,infection
520,332,Do i have a covid or is it just a cold,,nextsteps,,nextsteps
521,333,What should I do if I start feeling sick with similar symptoms as in covid19,,symptom,,symptom
522,334,Does everyone infected need a respirator,,infection,,infection
523,335,What should I do if I have fever,,nextsteps,,nextsteps
524,339,I have a sore throat What do I do,,nextsteps,,nextsteps
525,344,What s the difference between COVID 19 and CoronaVirus,,about,,about
526,346,What is covid19,,about,,about
527,348,What is Covid 19 virus,,about,,about
528,349,How many cases in Montreal,,cases,,cases
529,354,How many cases in Quebec,,cases,,cases
530,355,What do I do if I have symptoms,,nextsteps,,nextsteps
531,356,What are symptoms,,symptom,,symptom
532,357,If I experience symptoms but they are manageable should I still go to the hospital for testing,,hospital,,hospital
533,359,What is covid 29,,about,,about
534,361,How many days should I isolate for,,isolation,,isolation
535,363,what is covid 19,,about,,about
536,364,How many cases of covid in laval,,cases,,cases
537,367,What is the half life of coronavirus,,about,,about
538,368,I think I have COVID,,nextsteps,,nextsteps
539,369,Do I have to wear a mask all the time if I am not infected,,nextsteps,,nextsteps
540,374,how to know if i have corona,,nextsteps,,nextsteps
541,377,where can I test for covid,,test,,test
542,379,What are the symptoms of corona virus,,symptom,,symptom
543,382,Can I get infected after I healed from it,,infection,,infection
544,383,I am in self isolation Is it ok to let in family members who must continue to go to work,,isolation,,isolation
545,388,What are the Symptome,,symptom,,symptom
546,390,If I have symptoms and I am told to stay home can I take Tylenol,,nextsteps,,nextsteps
547,394,What are the covid simptons,,symptom,,symptom
548,395,I would like to get COVID19 test where can I get it,,test,,test
549,397,How many people are infected in toronto,,infection,,infection
550,401,What is Covid 19,,about,,about
551,404,Can we be contagious when we don t show symptoms,,symptom,,symptom
552,407,What is self isolation,,isolation,,isolation
553,409,What are differences in term of symptoms between the new coronavirus and normal flu cod,,symptom,,symptom
554,411,How long is incubation period,,incubation,,incubation
555,413,What is covid 19,,about,,about
556,417,What are the symptoms of COVID 19,,symptom,,symptom
557,422,what are the symptoms of covid 19,,symptom,,symptom
558,423,Doeas the software is automatic in English because I use an English device If I ask in French the answer will be in French,,symptom,,symptom
559,424,I have fever 38 C Is that corona virus symptoms,,nextsteps,,nextsteps
560,425,What is corona virus and COVID19,,about,,about
561,427,How many death in Quebec,,cases,,cases
562,428,What are the demographics of people infected hospitalized and deceased in Quebec,,infection,,infection
563,429,What are the symptoms of COVID 19,,symptom,,symptom
564,433,Should I use asprin with I have the coronavirus,,nextsteps,,nextsteps
565,435,Number of cases in Inida,,cases,,cases
566,437,Where do we get the test for COVID 19,,test,,test
567,442,List of Canadian hospitals treating not testing patients with COVID 19,,test,,test
568,443,How many cases are in spain,,cases,,cases
569,444,What is the meaning of COVID 19,,about,,about
570,446,What are the symptoms of Covid 19,,symptom,,symptom
571,448,What is COVID 19,,about,,about
572,450,On a recent study published in Nature it says that the severity of symptoms of COVID 19 infection depends on how much is your Angiotensin converting enzyme 2 gene is expressed my question is on what factors does the rate of ACE2 gene expression depends I,,infection,,infection
573,451,how many death now,,cases,,cases
574,453,Symptom,,symptom,,symptom
575,454,Do the symptoms start suddenly or they progress slowly from one day to another,,symptom,,symptom
576,455,what is self isolation,,isolation,,isolation
577,461,I was in contact with a person who had coronavirus what should I do,,about,,about
578,463,How long will social distancing measures last,,isolation,,isolation
579,465,What are you symtoms of covid,,symptom,,symptom
580,466,What is COVID 19,,about,,about
581,470,Can I go out after recovery even if I am still in quarantine time,,can,,can
582,471,What is corona virus,,about,,about
583,472,what is covid 19,,about,,about
584,473,how long people live after being infected by coronavirus,,infection,,infection
585,474,Get I get infected from a dog,,infection,,infection
586,477,How many cases in Canada now,,cases,,cases
587,478,Should he self isolate when he gets here even if he feels well,,isolation,,isolation
588,480,Were can I get tested,,test,,test
589,488,I have shortness of breath but no fever,,nextsteps,,nextsteps
590,491,How long does it takes to get first symptom of Covid 19,,symptom,,symptom
591,494,What is the difference between a pandemic epidemic Why did WHO declare this a pandemic What is the difference between social distancing self isolating and quarantine To what extent is social distancing helpful Why should I do this When should you self isolate Will the virus be less effective when we get warmer weather When should I go to the hospital Should I get tested if I was in contact with someone who has or is suspected of having covid19 but do not have any symptoms Should I stop taking medications that suppress my immune system When someone in the household is coming and going for work how can we keep the home a safe place Can the virus be transmitted through Air Conditioning from outside or from within the home How long does the virus last on inanimate objects plastic glass cardboard metal What have we learned from countries like China South Korea and Singapore that have been dealing with this for a longer period of time and have slowed the spread,,about,,about
592,497,I ve have mild cough and not the continuous one And symptoms of fever like burning eyes but not the temperature What do I do,,symptom,,symptom
593,498,what is the symptoms,,symptom,,symptom
594,499,symptoms of covid 19,,symptom,,symptom
595,502,Do I have covid,,nextsteps,,nextsteps
596,504,Can antibiotics deal with viral infection,,infection,,infection
597,506,what are covid 19 symptoms,,symptom,,symptom
598,507,What do I have to expect after the disease,,nextsteps,,nextsteps
599,508,What is an Asymptomatic Carrier,,symptom,,symptom
600,509,what are covid symptoms,,symptom,,symptom
601,510,I have a fever what should I do now,,nextsteps,,nextsteps
602,511,What are the daily death rates in Italy that are Not from COVID19,,cases,,cases
603,512,What are the Symptom for covid19,,symptom,,symptom
604,513,When should I go to the hospital,,hospital,,hospital
605,515,I have a headache for the past 3 days should I be tested,,nextsteps,,nextsteps
606,517,Is it safe to go outside for a walk social distancing from others,,isolation,,isolation
607,518,Is it possible to be infected again,,infection,,infection
608,519,Which are its first symptoms,,symptom,,symptom
609,520,Can I get infected from food or grocery delivery,,infection,,infection
610,521,How many people died in NYC,,cases,,cases
611,522,I was very sick with covid symptoms in late February and still coughing Should I go get tested,,test,,test
612,524,What is the main symptoms of the disease related to new coronavirus,,symptom,,symptom
613,525,what are the symptoms of coronavirus,,symptom,,symptom
614,526,If my son if suppose to get tested tomorrow but just starting to feel better Can I cancel or should we still go,,test,,test
615,527,How do I know I have covid,,nextsteps,,nextsteps
616,528,can you please tell me symptoms of corona virus,,symptom,,symptom
617,530,Is sore throats a symptom,,symptom,,symptom
618,531,How many people died in Belgium,,cases,,cases
619,532,What are the symptoms,,symptom,,symptom
620,533,Is it possible to have Covid 19 if you only have one of the symptoms,,symptom,,symptom
621,535,How do I know if I have been infected,,nextsteps,,nextsteps
622,537,From the infected worldwide population what is the ratio that will need medical attention eg ICU or ventilators,,infection,,infection
623,543,how many new cases,,cases,,cases
624,544,i have some headeche,,nextsteps,,nextsteps
625,547,What is covid 19,,about,,about
626,550,how many people have died,,cases,,cases
627,552,I have a lot of stress regarding COVID 19,,nextsteps,,nextsteps
628,553,If I m in self quarantine with mild symptoms of some sort of respiratory thing when can I stop self quarantining,,symptom,,symptom
629,554,What is COVID 19,,about,,about
630,556,what are the symtoms,,symptom,,symptom
631,557,What are the symptoms of COVID 19,,symptom,,symptom
632,559,if i think i have it should i got get tested,,nextsteps,,nextsteps
633,560,What are the symptoms,,symptom,,symptom
634,562,what is covid 19,,about,,about
635,565,What s a waiting time to get covid 19 results,,about,,about
636,569,What are the confirmed symptoms of COVID19,,symptom,,symptom
637,572,How to take care of infected people,,infection,,infection
638,573,I have a bit of nausea and headache Do i have covid 19,,nextsteps,,nextsteps
639,574,If someone was infected once can they be reinfected Can they still carry the virus and infect others,,infection,,infection
640,576,What should I do if I have Coronavirus symptoms,,nextsteps,,nextsteps
641,580,what should I do if I think I infected by corona virus,,infection,,infection
642,582,How long does this virus incubate,,incubation,,incubation
643,585,Does the amount of virus one is exposed to change the severity of the symptoms,,symptom,,symptom
644,586,Does Pneumonia vaccine which is for a bacterial infections helps the immune system to deal with the viral infection of Covid 19 more easily By removing the possibility of bacterial infection and just focusing on viral infection,,infection,,infection
645,594,What is most usual symptom of Covid 19,,symptom,,symptom
646,598,where can I get tested,,test,,test
647,602,Can I still go out for grocery shopping even if I m just getting back from vacations,,can,,can
648,603,I m feeling dizzy with fever do I have corona,,nextsteps,,nextsteps
649,606,What is the total number of deaths,,cases,,cases
650,607,Can I get the virus from breathing infected airborn particules,,infection,,infection
651,608,What are the symptoms of corona virus,,symptom,,symptom
652,609,How covid 19 virus infected,,infection,,infection
653,611,How do I know when to get tested,,test,,test
654,614,If I have covid 19 how long will I be contagious,,nextsteps,,nextsteps
655,619,When can I go to my cabin,,can,,can
656,622,what is coronavirus,,about,,about
657,625,If I was traveling abroad recently what should I do when coming back home,,about,,about
658,626,How many cases of coronavirus in Madagascar,,cases,,cases
659,627,To get an idea of how widespread the virus is why don t we simply test a random sample of people,,test,,test
660,628,What to do if I think I have covid 19,,nextsteps,,nextsteps
661,631,What are the symptoms I should feel if I am infected with Corona virus,,infection,,infection
662,632,How many days does it take to see the symptoms,,symptom,,symptom
663,635,My COVID 19 test results are pending and my temperature reached 40C What should I do,,test,,test
664,636,I have asthma How at risk am I about the possibility of complications,,nextsteps,,nextsteps
665,637,My employer is not implementing social distancing or safety measures in my workplace What recourse do I have,,nextsteps,,nextsteps
666,638,Can you see friends if you stick to the social distancing guidelines,,isolation,,isolation
667,640,What are covid 19 test centres location in Montreal,,test,,test
668,644,how many people died so far,,cases,,cases
669,646,how i can test if i have the diease,,nextsteps,,nextsteps
670,647,What is corona,,about,,about
671,648,When having covid 19 What are the next possible symptoms for a 4 years old child,,symptom,,symptom
672,650,I am feeling itchy around my body Is it a symptom of covid,,symptom,,symptom
673,651,How long after testing do you receive your COVID 19 results,,test,,test
674,652,If I have diabetes am I at a higher risk,,nextsteps,,nextsteps
675,654,Can I move in with family if we have all been symptom free for 14 days,,symptom,,symptom
676,659,What is the death rate in South Carolina,,cases,,cases
677,660,I have a sore throat Is that a sign of Covid19,,nextsteps,,nextsteps
678,662,What is the likelihood of having covid if only showing one symptoms for example dry cough,,symptom,,symptom
679,669,From the infected worldwide population what will be the ratio of asymptomatic people,,infection,,infection
680,674,If you start showing flu symptoms should you consult a doctor or stay home,,symptom,,symptom
681,675,What s COVID 19,,about,,about
682,677,What are the symptoms,,symptom,,symptom
683,678,What is corona,,about,,about
684,679,What are the top symptoms,,symptom,,symptom
685,680,How long do the symptoms of COVID 19 last for,,symptom,,symptom
